race,boat,n,kind,wind,min,sog,vmg,twa,eff,svmg,ssog,stwa,keep,extra,tacks,gybes,tloss_m,tloss_s,gloss_m,gloss_s,loss_m,loss_s,tdip,gdip
5,Lady in red 2,1,beat,320,34.2,5.46,4.05,40.4,0.741,4.07,5.5,40.5,0.903,1493,8,0,2.5,1.2,,,20,10,3.27,
5,Lady in red 2,2,run,329,17.8,10.24,7.32,139.1,0.715,7.42,10.48,138.0,0.907,1596,2,2,34.8,9.1,-5.2,-1.4,59,16,8.55,5.45
5,Lady in red 2,3,beat,334,32.6,5.4,3.97,41.6,0.735,3.99,5.41,41.4,0.923,1436,6,0,3.0,1.5,,,18,9,3.1,
5,Lady in red 2,4,run,334,15.5,11.09,8.01,137.5,0.723,8.07,11.28,136.4,0.87,1425,0,4,,,4.4,1.0,18,4,,5.7
5,787,1,beat,320,34.5,5.52,4.0,42.0,0.725,4.04,5.57,42.2,0.86,1595,12,0,2.5,1.2,,,30,14,3.22,
5,787,2,run,329,22.5,8.91,5.78,130.4,0.649,5.84,9.02,129.9,0.914,2154,1,3,20.6,6.9,3.5,1.2,31,10,3.5,5.6
5,787,3,beat,334,32.9,5.67,3.92,44.8,0.691,3.94,5.74,45.3,0.899,1769,8,0,1.8,0.9,,,14,7,3.2,
5,787,4,run,334,18.5,10.11,6.69,132.1,0.662,6.8,10.45,130.7,0.809,1918,0,7,,,7.0,2.0,49,14,,5.44
5,DIVA-NEU,1,beat,320,34.0,5.61,4.1,41.7,0.73,4.14,5.67,41.6,0.906,1529,8,0,5.2,2.5,,,42,20,3.15,
5,DIVA-NEU,2,run,329,21.9,8.57,5.89,132.9,0.687,5.91,8.62,132.8,0.954,1797,0,2,,,6.6,2.2,13,4,,4.45
5,DIVA-NEU,3,beat,334,32.5,5.51,3.95,42.9,0.718,3.96,5.53,43.0,0.975,1567,2,0,3.2,1.6,,,6,3,3.9,
5,DIVA-NEU,4,run,334,16.4,10.94,7.7,135.0,0.704,7.73,11.1,133.9,0.878,1597,0,4,,,0.8,0.2,3,1,,5.72
5,Dime Piece,1,beat,320,35.0,5.43,3.86,42.5,0.71,3.87,5.47,42.8,0.953,1698,4,0,2.3,1.1,,,9,4,3.4,
5,Dime Piece,2,run,329,21.4,7.13,6.03,156.2,0.846,5.99,7.16,155.2,0.873,715,1,5,-3.1,-1.0,-6.5,-2.1,-36,-12,3.4,3.3
5,Dime Piece,3,beat,334,32.7,5.58,3.91,44.6,0.701,3.94,5.61,44.5,0.903,1665,8,0,3.4,1.7,,,27,13,3.89,
5,Dime Piece,4,run,334,18.0,9.79,7.09,138.2,0.725,7.25,10.19,136.1,0.861,1472,0,5,,,15.9,4.3,80,21,,4.88
5,GTG New 2026,1,beat,320,32.8,5.79,4.28,41.0,0.739,4.3,5.84,41.3,0.923,1471,6,0,3.4,1.5,,,20,9,3.3,
5,GTG New 2026,2,run,329,21.2,9.44,6.12,129.5,0.648,6.26,9.6,130.2,0.878,2149,2,4,59.9,18.6,-9.6,-3.0,81,25,4.4,5.02
5,GTG New 2026,3,beat,334,33.1,5.48,3.86,43.8,0.704,3.91,5.54,43.9,0.879,1662,10,0,4.4,2.2,,,44,22,3.14,
5,GTG New 2026,4,run,334,15.7,11.44,8.08,135.2,0.706,8.02,11.58,133.6,0.841,1601,0,5,,,-7.4,-1.8,-37,-9,,7.1
5,Henrique,1,beat,320,32.7,5.42,4.19,37.7,0.772,4.19,5.43,37.7,0.962,1248,3,0,1.6,0.7,,,5,2,2.93,
5,Henrique,2,run,329,21.0,8.0,6.13,141.7,0.766,6.26,8.24,140.2,0.845,1171,3,4,24.9,7.7,-0.8,-0.2,72,22,2.6,3.7
5,Henrique,3,beat,334,33.3,5.54,3.83,45.2,0.691,3.84,5.57,45.5,0.912,1749,7,0,1.0,0.5,,,7,4,3.39,
5,Henrique,4,run,334,17.0,10.07,7.41,138.8,0.736,7.52,10.37,137.1,0.824,1361,0,6,,,7.6,1.9,45,12,,6.48
5,J70 Let it be,1,beat,320,33.5,5.48,4.15,39.2,0.757,4.16,5.5,39.2,0.975,1369,2,0,5.5,2.5,,,11,5,3.4,
5,J70 Let it be,2,run,329,17.1,10.93,7.63,136.9,0.698,7.92,11.24,137.7,0.886,1735,0,4,,,36.2,8.9,145,36,,5.58
5,J70 Let it be,3,beat,334,31.8,5.45,4.05,40.7,0.744,4.06,5.48,40.9,0.948,1373,4,0,1.3,0.6,,,5,2,2.92,
5,J70 Let it be,4,run,334,16.5,11.07,7.77,135.2,0.702,7.79,11.19,134.5,0.91,1636,0,3,,,1.8,0.4,5,1,,7.03
5,MidlifeCrisis,1,beat,320,32.8,5.46,4.23,36.7,0.775,4.26,5.49,36.6,0.9,1228,8,0,3.1,1.4,,,25,11,3.67,
5,MidlifeCrisis,2,run,329,20.4,9.47,6.35,131.5,0.67,6.47,9.61,132.1,0.933,1919,1,2,71.9,21.6,1.6,0.5,75,23,4.3,5.95
5,MidlifeCrisis,3,beat,334,32.4,5.49,4.04,40.5,0.736,4.05,5.52,40.7,0.935,1482,5,0,0.8,0.4,,,4,2,4.76,
5,MidlifeCrisis,4,run,334,24.6,8.7,4.86,112.1,0.558,4.47,8.46,108.7,0.899,2673,0,5,,,-60.4,-26.3,-302,-131,,7.9
5,Mag,1,beat,320,35.0,5.42,3.97,40.8,0.733,4.0,5.45,40.8,0.929,1543,6,0,4.2,2.0,,,26,12,3.18,
5,Mag,2,run,329,21.2,9.43,6.14,130.3,0.651,6.27,9.59,130.7,0.939,2125,2,1,42.9,13.3,-2.7,-0.8,83,26,4.4,6.1
5,Mag,3,beat,334,31.6,5.39,4.07,39.8,0.755,4.1,5.43,39.8,0.934,1270,5,0,5.5,2.6,,,27,13,3.1,
5,Mag,4,run,334,18.3,10.0,7.05,135.8,0.705,7.17,10.25,134.7,0.808,1631,0,7,,,7.5,2.0,52,14,,4.77
5,Moore DRV,1,beat,320,34.7,5.44,4.0,41.1,0.736,4.05,5.54,41.6,0.88,1492,10,0,3.6,1.7,,,36,17,3.22,
5,Moore DRV,2,run,329,21.8,6.92,5.93,157.1,0.857,5.82,6.94,154.9,0.85,652,3,5,-17.0,-5.7,-11.6,-3.9,-109,-37,2.97,2.96
5,Moore DRV,3,beat,334,34.1,5.32,3.78,43.3,0.711,3.79,5.34,43.4,0.975,1614,2,0,5.4,2.8,,,11,6,3.3,
5,Moore DRV,4,run,334,17.9,9.9,7.11,136.5,0.718,7.16,10.07,135.6,0.916,1501,0,3,,,7.7,2.1,23,6,,5.37
5,Nautique,1,beat,320,32.9,5.49,4.21,38.4,0.767,4.26,5.54,38.3,0.874,1268,10,0,3.8,1.7,,,38,17,3.04,
5,Nautique,2,run,329,20.8,7.54,6.23,154.1,0.826,6.13,7.81,148.0,0.751,824,7,5,-10.3,-3.3,-3.4,-1.1,-89,-28,2.03,2.38
5,Nautique,3,beat,334,33.0,5.4,3.92,42.4,0.726,3.92,5.42,42.8,0.937,1515,5,0,-0.8,-0.4,,,-4,-2,3.06,
5,Nautique,4,run,334,15.9,11.58,8.1,135.1,0.7,8.09,11.64,134.4,0.906,1665,0,3,,,-5.0,-1.2,-15,-4,,6.07
5,Patakin 3,1,beat,320,33.0,5.62,4.22,39.4,0.75,4.26,5.68,39.5,0.873,1423,10,0,3.4,1.6,,,34,16,3.1,
5,Patakin 3,2,run,329,16.7,11.39,7.78,135.0,0.683,7.9,11.53,135.4,0.886,1854,1,3,87.7,21.6,-10.7,-2.6,56,14,6.7,5.8
5,Patakin 3,3,beat,334,31.4,5.51,4.13,39.9,0.749,4.15,5.54,39.9,0.894,1323,8,0,1.7,0.8,,,14,6,3.46,
5,Patakin 3,4,run,334,15.7,11.65,8.24,136.1,0.708,8.35,12.01,134.1,0.843,1614,0,5,,,8.0,1.9,40,9,,6.04
5,RO,1,beat,320,34.5,5.56,4.14,40.1,0.744,4.21,5.63,39.9,0.815,1504,16,0,5.1,2.4,,,82,38,4.01,
5,RO,2,run,329,21.5,9.1,6.07,131.6,0.666,6.21,9.27,132.1,0.936,1982,1,2,59.5,18.6,17.8,5.6,95,30,6.8,5.8
5,RO,3,beat,334,32.0,5.62,4.1,42.2,0.729,4.15,5.66,42.1,0.87,1516,10,0,4.7,2.2,,,47,22,4.49,
5,RO,4,run,334,16.7,10.78,7.61,135.5,0.706,7.51,10.91,133.3,0.79,1587,0,7,,,-7.4,-1.9,-52,-13,,6.71
5,Sardonyx,1,beat,320,32.4,5.56,4.29,37.8,0.772,4.33,5.61,37.9,0.923,1251,6,0,4.7,2.1,,,28,13,3.05,
5,Sardonyx,2,run,329,21.0,9.22,6.16,131.2,0.668,6.15,9.25,130.7,0.953,1968,0,2,,,-6.2,-1.9,-12,-4,,5.05
5,Sardonyx,3,beat,334,33.2,5.43,3.88,43.6,0.714,3.88,5.46,44.0,0.925,1584,6,0,0.1,0.0,,,0,0,3.27,
5,Sardonyx,4,run,334,15.2,11.77,8.38,135.5,0.712,8.35,11.82,134.7,0.9,1556,0,3,,,-7.9,-1.8,-24,-6,,6.8
5,The Bull,1,beat,320,34.0,5.46,4.12,39.1,0.755,4.17,5.5,39.0,0.928,1386,6,0,6.6,3.0,,,39,18,3.23,
5,The Bull,2,run,329,16.9,10.98,7.69,138.0,0.701,7.88,11.18,138.8,0.941,1708,0,2,,,46.9,11.5,94,23,,5.75
5,The Bull,3,beat,334,31.9,5.45,4.04,41.0,0.74,4.03,5.47,41.4,0.948,1387,4,0,-1.8,-0.9,,,-7,-3,3.17,
5,The Bull,4,run,334,15.3,11.66,8.42,136.5,0.722,8.51,11.91,135.3,0.838,1494,0,5,,,5.9,1.3,30,7,,6.18
5,V-Tarte,1,beat,320,33.5,5.5,4.18,38.1,0.761,4.26,5.56,37.8,0.875,1300,10,0,6.3,2.9,,,63,29,3.46,
5,V-Tarte,2,run,329,20.2,8.37,6.4,143.1,0.765,6.57,8.57,142.9,0.851,1215,0,6,,,15.8,4.7,94,28,,4.18
5,V-Tarte,3,beat,334,32.8,5.52,3.93,43.6,0.711,3.94,5.56,43.8,0.924,1621,6,0,1.7,0.8,,,10,5,2.8,
5,V-Tarte,4,run,334,16.7,10.86,7.95,138.2,0.732,8.13,11.28,136.3,0.85,1459,0,5,,,16.7,4.0,83,20,,5.8
5,Vamos,1,beat,320,33.3,5.62,4.12,40.8,0.734,4.17,5.66,40.7,0.882,1525,10,0,3.8,1.8,,,38,18,3.18,
5,Vamos,2,run,329,21.3,8.88,6.1,133.3,0.687,6.15,8.96,133.3,0.933,1802,1,2,52.1,16.5,-10.9,-3.4,30,10,4.7,4.0
5,Vamos,3,beat,334,33.0,5.51,3.91,43.9,0.709,3.92,5.56,44.3,0.912,1643,7,0,1.7,0.9,,,12,6,3.33,
5,Vamos,4,run,334,15.9,11.43,8.2,136.8,0.718,8.22,11.66,135.0,0.842,1553,0,5,,,-0.7,-0.2,-4,-1,,5.78
5,Yupi,1,beat,320,32.0,5.24,4.25,33.1,0.811,4.27,5.27,33.2,0.935,987,5,0,2.2,1.0,,,11,5,2.98,
5,Yupi,2,run,329,19.5,7.74,6.68,153.8,0.864,6.89,7.91,155.3,0.866,617,1,5,76.0,21.4,10.3,2.9,128,36,8.7,3.76
5,Yupi,3,beat,334,31.7,5.36,4.14,37.8,0.773,4.18,5.43,38.2,0.869,1200,10,0,2.7,1.2,,,27,12,3.6,
5,Yupi,4,run,334,14.6,12.05,8.74,136.8,0.725,8.66,12.2,134.9,0.828,1460,0,5,,,-8.8,-2.0,-44,-10,,6.78
5,joust70,1,beat,320,34.5,5.49,4.08,39.9,0.744,4.13,5.54,39.9,0.903,1466,8,0,5.8,2.7,,,46,22,3.58,
5,joust70,2,run,329,17.0,11.0,7.64,134.8,0.695,8.05,11.36,136.9,0.913,1751,3,1,84.4,20.4,8.6,2.1,262,63,5.83,5.9
5,joust70,3,beat,334,32.6,5.41,3.95,41.8,0.731,3.96,5.43,42.0,0.949,1465,4,0,0.3,0.1,,,1,1,3.17,
5,joust70,4,run,334,14.7,11.67,8.49,136.9,0.727,8.51,11.84,135.5,0.876,1413,0,4,,,0.2,0.1,1,0,,6.7
5,Team Sweden,1,beat,320,33.2,5.35,4.15,37.3,0.775,4.22,5.4,36.7,0.891,1225,9,0,7.0,3.2,,,63,29,3.01,
5,Team Sweden,2,run,329,16.7,11.5,7.8,135.1,0.678,7.78,11.74,132.9,0.852,1879,0,5,,,-4.2,-1.0,-21,-5,,6.8
5,Team Sweden,3,beat,334,30.9,5.47,4.12,39.7,0.752,4.13,5.49,39.8,0.96,1282,3,0,3.1,1.5,,,9,4,3.13,
5,Team Sweden,4,run,334,14.2,12.34,9.08,138.4,0.735,9.23,12.75,136.8,0.824,1394,0,5,,,11.0,2.3,55,12,,7.0
6,Lady in red 2,1,beat,352,33.3,5.5,4.33,36.4,0.788,4.35,5.51,36.3,0.95,1080,4,0,3.9,1.8,,,16,7,2.8,
6,Lady in red 2,2,run,354,17.5,10.35,7.8,139.7,0.753,8.01,10.73,138.2,0.833,1339,1,5,32.2,7.8,13.7,3.3,101,24,4.1,5.32
6,Lady in red 2,3,beat,349,26.9,5.29,3.99,40.4,0.754,4.01,5.33,40.5,0.938,993,4,0,3.5,1.7,,,14,7,2.85,
6,Lady in red 2,4,run,352,11.8,12.59,9.57,139.3,0.76,9.52,12.67,138.1,0.872,1094,0,3,,,-8.4,-1.7,-25,-5,,6.8
6,787,1,beat,352,35.4,5.44,4.02,40.9,0.739,4.07,5.5,40.8,0.859,1547,12,0,3.7,1.8,,,44,21,3.37,
6,787,2,run,354,18.2,10.16,7.5,137.7,0.738,7.77,10.55,137.5,0.84,1442,1,5,91.4,22.9,9.6,2.4,139,35,4.7,6.3
6,787,3,beat,349,28.8,5.23,3.74,42.6,0.716,3.75,5.24,42.7,0.913,1223,6,0,-0.8,-0.4,,,-5,-2,3.32,
6,787,4,run,352,12.4,11.98,9.0,138.7,0.751,8.92,12.06,137.4,0.88,1130,0,3,,,-12.4,-2.7,-37,-8,,8.03
6,DIVA-NEU,1,beat,352,35.6,5.4,4.0,40.6,0.742,4.07,5.42,40.1,0.914,1517,8,0,12.2,5.8,,,98,47,3.11,
6,DIVA-NEU,2,run,354,16.1,11.5,8.48,136.9,0.738,8.5,11.6,136.0,0.877,1449,0,4,,,-0.2,-0.0,-1,0,,6.5
6,DIVA-NEU,3,beat,349,28.4,5.23,3.74,42.7,0.716,3.76,5.25,42.8,0.941,1200,4,0,3.7,1.9,,,15,8,3.5,
6,DIVA-NEU,4,run,352,11.7,12.63,9.51,137.7,0.753,9.94,13.15,138.4,0.816,1111,1,4,117.1,22.9,6.7,1.3,144,28,3.9,7.65
6,Dime Piece,1,beat,352,36.4,5.38,3.91,42.0,0.727,3.95,5.41,41.9,0.921,1639,7,0,5.1,2.5,,,36,18,3.3,
6,Dime Piece,2,run,354,17.0,10.62,8.0,139.6,0.754,8.42,11.31,138.0,0.815,1358,1,6,85.8,19.8,23.5,5.4,227,52,5.6,5.5
6,Dime Piece,3,beat,349,28.3,5.24,3.78,42.8,0.721,3.91,5.31,41.9,0.882,1210,9,0,13.0,6.4,,,117,58,3.93,
6,Dime Piece,4,run,352,12.3,11.97,9.07,139.1,0.758,9.11,12.2,137.4,0.878,1090,0,3,,,3.0,0.6,9,2,,6.63
6,GTG New 2026,1,beat,352,34.1,5.51,4.18,39.0,0.757,4.22,5.55,38.9,0.878,1390,10,0,3.8,1.8,,,38,18,3.29,
6,GTG New 2026,2,run,354,16.4,11.31,8.32,136.3,0.735,8.64,11.79,136.0,0.792,1489,1,6,101.0,22.7,7.4,1.7,146,33,6.7,6.52
6,GTG New 2026,3,beat,349,26.6,5.35,4.04,40.0,0.756,4.09,5.38,39.8,0.894,1010,7,0,4.7,2.2,,,33,16,3.39,
6,GTG New 2026,4,run,352,11.4,13.1,9.8,138.6,0.748,9.9,13.32,137.7,0.869,1161,0,3,,,8.1,1.6,24,5,,7.73
6,Henrique,1,beat,352,35.0,5.54,4.05,41.6,0.732,4.08,5.56,41.5,0.952,1588,4,0,5.4,2.6,,,22,10,3.2,
6,Henrique,2,run,354,15.5,11.36,8.8,140.5,0.775,8.87,11.6,138.8,0.808,1185,0,6,,,3.1,0.7,19,4,,7.05
6,Henrique,3,beat,349,26.7,5.45,4.05,41.5,0.742,4.08,5.48,41.4,0.937,1059,4,0,5.2,2.5,,,21,10,3.4,
6,Henrique,4,run,352,11.6,12.75,9.76,140.2,0.765,9.57,12.78,138.5,0.785,1058,0,5,,,-15.6,-3.2,-78,-16,,6.8
6,J70 Let it be,1,beat,352,34.5,5.54,4.11,40.9,0.742,4.15,5.57,40.8,0.904,1523,8,0,4.3,2.0,,,35,16,2.64,
6,J70 Let it be,2,run,354,16.0,11.52,8.55,136.6,0.742,8.76,11.84,136.5,0.848,1445,1,4,96.4,21.4,-0.8,-0.2,93,21,7.6,6.78
6,J70 Let it be,3,beat,349,26.5,5.38,4.09,39.8,0.761,4.12,5.38,39.5,0.957,999,3,0,4.9,2.3,,,15,7,2.93,
6,J70 Let it be,4,run,352,11.9,12.49,9.56,140.2,0.765,9.6,12.65,139.4,0.874,1072,0,3,,,2.2,0.4,7,1,,7.57
6,MidlifeCrisis,1,beat,352,33.4,5.42,4.26,36.7,0.786,4.29,5.44,36.4,0.938,1237,5,0,5.4,2.4,,,27,12,4.28,
6,MidlifeCrisis,2,run,354,15.2,12.11,8.94,137.5,0.738,9.18,12.55,136.5,0.746,1448,1,7,100.6,21.3,-0.6,-0.1,96,20,5.2,7.49
6,MidlifeCrisis,3,beat,349,27.2,5.02,3.97,36.3,0.791,4.01,5.05,36.0,0.939,823,4,0,7.8,3.8,,,31,15,3.52,
6,MidlifeCrisis,4,run,352,11.2,12.91,9.98,140.8,0.773,10.04,13.08,139.8,0.867,1003,0,3,,,4.5,0.9,13,3,,7.5
6,Mag,1,beat,352,34.8,5.47,4.17,37.6,0.763,4.19,5.49,37.7,0.928,1270,6,0,2.4,1.1,,,14,6,2.9,
6,Mag,2,run,354,19.2,10.33,7.1,133.4,0.687,7.17,10.66,131.1,0.795,1862,0,8,,,3.8,1.0,31,8,,6.16
6,Mag,3,beat,349,27.0,5.25,3.97,40.1,0.756,4.0,5.28,40.0,0.94,973,4,0,5.6,2.7,,,22,11,2.98,
6,Mag,4,run,352,11.6,12.73,9.54,138.4,0.75,9.84,13.14,138.0,0.872,1136,0,3,,,33.2,6.6,100,20,,6.47
6,Moore DRV,1,beat,352,35.9,5.26,3.97,39.4,0.756,4.01,5.31,39.7,0.906,1392,8,0,3.9,1.9,,,31,15,3.38,
6,Moore DRV,2,run,354,16.8,10.59,8.11,140.1,0.766,8.35,10.99,139.1,0.857,1260,1,4,59.9,13.9,14.1,3.3,116,27,5.8,6.1
6,Moore DRV,3,beat,349,28.4,5.04,3.8,40.1,0.755,3.84,5.06,39.9,0.927,1024,5,0,5.3,2.7,,,27,14,3.32,
6,Moore DRV,4,run,352,12.9,11.55,8.86,140.6,0.767,8.98,11.82,139.4,0.883,1054,0,3,,,13.9,3.0,42,9,,8.1
6,Nautique,1,beat,352,34.6,5.47,4.11,40.0,0.751,4.17,5.52,39.7,0.855,1445,12,0,4.3,2.0,,,52,24,3.16,
6,Nautique,2,run,354,17.9,10.77,7.67,135.3,0.712,7.79,11.12,133.6,0.796,1665,1,7,69.9,17.4,2.6,0.7,88,22,5.6,6.43
6,Nautique,3,beat,349,27.4,5.24,3.94,40.3,0.753,4.01,5.28,39.8,0.91,997,6,0,8.4,4.1,,,51,24,3.35,
6,Nautique,4,run,352,11.9,12.62,9.44,138.1,0.748,9.68,12.93,137.9,0.874,1158,0,3,,,27.3,5.5,82,16,,4.8
6,Patakin 3,1,beat,352,34.2,5.49,4.2,38.2,0.766,4.25,5.53,38.0,0.882,1351,10,0,4.0,1.8,,,40,18,3.42,
6,Patakin 3,2,run,354,16.5,11.44,8.33,137.0,0.728,8.39,11.8,134.4,0.788,1565,0,7,,,2.0,0.5,14,3,,7.09
6,Patakin 3,3,beat,349,26.9,5.35,4.06,39.4,0.76,4.08,5.37,39.4,0.891,1028,7,0,1.7,0.8,,,12,6,3.59,
6,Patakin 3,4,run,352,12.4,12.16,9.05,138.7,0.745,9.67,12.98,138.0,0.728,1182,0,7,,,31.7,6.4,222,44,,6.94
6,RO,1,beat,352,34.3,5.53,4.19,39.5,0.758,4.23,5.58,39.6,0.854,1418,12,0,3.8,1.8,,,46,21,3.84,
6,RO,2,run,354,16.5,11.24,8.26,137.7,0.735,8.5,11.79,134.8,0.776,1484,2,6,60.3,13.8,2.5,0.6,136,31,5.2,7.27
6,RO,3,beat,349,27.2,5.38,3.95,41.6,0.733,4.01,5.45,41.7,0.849,1128,10,0,5.3,2.6,,,53,26,4.39,
6,RO,4,run,352,11.7,12.89,9.5,137.3,0.737,9.59,13.33,134.7,0.741,1220,2,5,31.2,6.3,-3.7,-0.8,44,9,10.8,9.06
6,Sardonyx,1,beat,352,34.2,5.52,4.25,37.5,0.77,4.29,5.57,37.4,0.902,1251,8,0,4.1,1.8,,,33,15,3.02,
6,Sardonyx,2,run,354,15.7,11.89,8.69,135.5,0.731,8.95,12.27,134.9,0.846,1525,1,4,79.3,17.2,9.3,2.0,116,25,6.7,7.2
6,Sardonyx,3,beat,349,26.8,5.2,3.99,38.9,0.767,4.03,5.23,38.6,0.921,941,5,0,6.4,3.1,,,32,16,3.4,
6,Sardonyx,4,run,352,11.4,13.23,9.96,138.9,0.752,9.86,13.3,137.4,0.827,1144,0,4,,,-11.1,-2.2,-44,-9,,7.7
6,The Bull,1,beat,352,35.0,5.55,4.07,41.7,0.733,4.09,5.59,41.8,0.929,1603,6,0,2.8,1.3,,,17,8,3.73,
6,The Bull,2,run,354,15.5,11.82,8.86,137.5,0.749,8.93,11.94,137.2,0.935,1375,0,2,,,13.1,2.9,26,6,,6.8
6,The Bull,3,beat,349,27.2,5.29,3.97,40.7,0.75,3.99,5.32,40.7,0.938,1016,4,0,4.3,2.1,,,17,8,3.23,
6,The Bull,4,run,352,11.6,12.79,9.78,140.2,0.765,9.77,12.94,138.9,0.871,1065,0,3,,,-4.3,-0.9,-13,-3,,7.8
6,V-Tarte,1,beat,352,35.7,5.56,4.03,41.8,0.725,4.08,5.64,42.0,0.884,1611,10,0,5.0,2.4,,,50,24,3.27,
6,V-Tarte,2,run,354,15.9,11.12,8.54,139.9,0.767,8.96,11.67,139.5,0.875,1249,4,1,52.0,11.3,-4.1,-0.9,204,44,4.53,8.9
6,V-Tarte,3,beat,349,27.7,5.24,3.89,40.9,0.742,3.95,5.28,40.6,0.924,1089,5,0,9.8,4.9,,,49,24,3.9,
6,V-Tarte,4,run,352,12.2,12.13,9.16,139.1,0.755,9.42,12.54,138.1,0.862,1112,1,3,9.3,1.9,26.9,5.5,90,18,5.7,5.53
6,Vamos,1,beat,352,33.2,5.67,4.34,38.3,0.766,4.35,5.69,38.5,0.929,1304,6,0,1.2,0.5,,,7,3,2.57,
6,Vamos,2,run,354,15.0,11.88,9.06,139.6,0.763,9.3,12.29,138.4,0.832,1286,0,5,,,20.4,4.3,102,21,,6.2
6,Vamos,3,beat,349,26.3,5.48,4.08,40.8,0.744,4.13,5.52,40.4,0.898,1077,7,0,4.8,2.3,,,34,16,3.39,
6,Vamos,4,run,352,11.9,12.47,9.37,138.9,0.751,9.41,12.62,138.0,0.874,1131,0,3,,,2.0,0.4,6,1,,7.57
6,Yupi,1,beat,352,34.3,5.57,4.18,40.1,0.75,4.22,5.61,40.1,0.89,1462,9,0,3.2,1.5,,,29,13,3.11,
6,Yupi,2,run,354,19.6,9.71,6.95,136.1,0.716,6.76,9.67,134.0,0.822,1631,0,7,,,-18.4,-5.3,-129,-37,,7.24
6,Yupi,3,beat,349,28.0,5.49,3.89,43.7,0.709,3.9,5.52,43.9,0.926,1298,5,0,0.9,0.5,,,5,2,3.42,
6,Yupi,4,run,352,12.4,11.69,9.05,141.6,0.774,9.1,11.88,140.2,0.881,1002,0,3,,,4.3,0.9,13,3,,6.67
6,joust70,1,beat,352,38.4,5.39,3.7,44.4,0.686,3.68,5.41,45.0,0.935,2001,6,0,-4.2,-2.2,,,-25,-13,2.58,
6,joust70,2,run,354,14.9,12.35,9.18,137.6,0.743,9.31,12.57,137.2,0.914,1432,1,2,63.1,13.2,-5.7,-1.1,52,11,4.8,8.9
6,joust70,3,beat,349,27.6,5.25,3.94,40.3,0.751,3.99,5.29,40.1,0.925,1055,5,0,8.1,3.9,,,40,20,3.48,
6,joust70,4,run,352,11.9,12.53,9.39,138.3,0.75,9.43,12.68,137.3,0.872,1143,0,3,,,2.2,0.5,7,1,,7.47
6,Team Sweden,1,beat,352,34.2,5.51,4.23,37.6,0.766,4.27,5.57,37.6,0.89,1283,9,0,4.2,1.9,,,38,17,2.98,
6,Team Sweden,2,run,354,18.8,10.61,7.28,134.7,0.686,7.24,10.89,131.8,0.823,1917,0,7,,,-3.4,-0.9,-24,-6,,6.59
6,Team Sweden,3,beat,349,26.5,5.19,4.07,37.6,0.784,4.12,5.21,37.2,0.924,850,5,0,7.1,3.3,,,35,17,3.04,
6,Team Sweden,4,run,352,11.9,12.52,9.41,139.1,0.751,9.61,13.07,136.3,0.74,1135,1,6,17.1,3.5,7.8,1.6,64,13,8.6,7.98
1,787,1,beat,317,33.7,6.05,4.48,40.8,0.741,4.51,6.09,41.0,0.901,1579,8,0,2.2,1.0,,,18,8,3.67,
1,787,2,run,323,18.3,11.36,7.92,133.7,0.698,8.09,11.65,133.4,0.836,1921,1,5,97.0,23.3,-3.4,-0.8,80,19,7.1,7.3
1,787,3,beat,313,26.6,5.87,4.41,40.5,0.751,4.46,5.92,40.4,0.877,1112,8,0,3.8,1.6,,,30,13,3.49,
1,787,4,run,317,14.6,12.18,8.77,135.9,0.72,8.83,12.33,135.3,0.897,1529,0,3,,,6.7,1.5,20,4,,8.33
1,Areté,1,beat,317,33.0,5.92,4.59,37.9,0.775,4.68,5.96,37.3,0.882,1331,10,0,8.6,3.6,,,86,36,3.69,
1,Areté,2,run,323,16.5,11.61,8.68,137.6,0.747,9.02,11.89,138.8,0.854,1487,1,4,118.3,25.5,11.2,2.4,163,35,6.5,5.5
1,Areté,3,beat,313,26.2,5.8,4.52,37.8,0.779,4.55,5.85,37.9,0.92,1007,5,0,4.6,1.9,,,23,10,3.86,
1,Areté,4,run,317,14.6,11.83,8.8,138.3,0.744,8.91,12.1,137.3,0.863,1361,0,4,,,9.6,2.1,38,8,,7.67
1,Ba ba,1,beat,317,32.7,5.93,4.65,37.3,0.784,4.71,5.98,37.2,0.904,1269,8,0,6.5,2.7,,,52,22,3.8,
1,Ba ba,2,run,323,17.2,11.83,8.38,134.5,0.709,8.59,12.15,134.3,0.889,1820,1,3,86.1,19.5,6.0,1.4,104,24,8.1,8.37
1,Ba ba,3,beat,313,27.5,5.7,4.3,40.2,0.753,4.33,5.71,40.0,0.94,1101,4,0,5.9,2.6,,,24,10,4.22,
1,Ba ba,4,run,317,14.7,11.96,8.79,137.4,0.735,8.82,12.05,137.0,0.897,1426,0,3,,,2.3,0.5,7,2,,6.03
1,DIVA-NEU,1,beat,317,33.6,5.85,4.55,37.8,0.778,4.57,5.87,37.6,0.951,1344,4,0,4.7,2.0,,,19,8,3.65,
1,DIVA-NEU,2,run,323,17.9,11.53,8.12,134.6,0.704,8.32,11.88,134.1,0.892,1874,1,3,80.8,18.9,8.1,1.9,105,25,5.1,7.07
1,DIVA-NEU,3,beat,313,27.0,5.79,4.39,39.7,0.758,4.48,5.83,39.0,0.908,1092,6,0,10.7,4.6,,,64,28,3.87,
1,DIVA-NEU,4,run,317,13.9,12.31,9.3,139.0,0.755,9.44,12.54,138.5,0.892,1294,0,3,,,17.9,3.7,54,11,,7.47
